userid,wid,tenure,weight,date,financial_past_12m,financial_12m,prob_move_house,prob_unrate_up,prob_irate_up,prob_stocks_up,infl_1y,infl_1y_bin_mean,infl_1y_bin_var,infl_1y_bin_median,infl_1y_bin_iqr,infl_1y_bin_prob_defl,infl_3y,infl_3y_bin_mean,infl_3y_bin_var,infl_3y_bin_median,infl_3y_bin_iqr,infl_3y_bin_prob_defl,infl_5y,working,num_jobs,self_employed,prob_lose_job,prob_leave_job,looking_for_job,prob_accept_job_12m,prob_accept_job_3m,jobless_length,prob_search_job_12m,prob_search_job_3m,earnings_change,hh_inc_change,hh_spending_change,taxes_change,credit_cond_past_12m,credit_cond_12m,prob_miss_paym_3m,house_price_change,house_price_change_3y,govt_debt_change,num_lit_q1,num_lit_q1_correct,num_lit_q2,num_lit_q2_correct,num_lit_q3,num_lit_q3_correct,num_lit_q5,num_lit_q5_correct,num_lit_q6,num_lit_q6_correct,num_lit_q8,num_lit_q8_correct,num_lit_q9,num_lit_q9_correct,age_init,female,hispanic,black,educ,owner,health,take_fin_risk,hh_changed,num_kids,same_employer,couple,hh_inc_bin,hh_inc_bin_rank
75010624,202401,12,0.80,2024-01-17,3,3,2.00,49.00,49.00,49.00,2.00,0.28,11.78,0.87,4.56,40.32,2.00,0.98,3.83,1.17,2.63,28.55,2.00,1,2.00,0.00,4.00,10.00,0,,,,,,3.00,3.00,3.00,3.00,3.00,3.00,4.00,3.00,3.00,1.00,,,,,,,,,,,,,,,61.00,1.00,0.00,0.00,4.00,,,4.00,0,0.00,1.00,1.00,9.00,63.60
75010636,202401,12,1.18,2024-01-03,2,3,1.00,60.00,21.00,51.00,5.00,3.10,2.81,2.95,2.54,0.00,3.00,2.62,2.39,2.42,2.29,0.00,2.00,1,2.00,0.00,1.00,1.00,0,,,,,,5.00,5.00,5.00,1.00,2.00,2.00,1.00,7.00,10.00,15.00,,,,,,,,,,,,,,,63.00,0.00,0.00,0.00,3.00,,,2.00,0,0.00,1.00,1.00,8.00,48.10
75010637,202401,12,0.58,2024-01-15,3,3,0.00,5.00,50.00,50.00,5.00,4.00,0.67,4.00,1.17,0.00,50.00,4.00,0.67,4.00,1.17,0.00,5.00,1,1.00,0.00,0.00,0.00,0,,,,,,4.00,5.00,5.00,5.00,3.00,3.00,0.00,2.00,5.00,10.00,,,,,,,,,,,,,,,41.00,1.00,0.00,0.00,3.00,,,3.00,0,4.00,1.00,1.00,9.00,63.60
75010654,202401,12,0.50,2024-01-02,2,2,21.00,21.00,21.00,20.00,22.00,0.77,74.76,0.88,12.11,46.14,20.00,0.77,74.76,0.88,12.11,46.14,-10.00,1,3.00,1.00,,,0,,,,,,-3.00,-5.00,-10.00,-20.00,3.00,3.00,30.00,20.00,10.00,20.00,,,,,,,,,,,,,,,38.00,1.00,0.00,0.00,4.00,,,4.00,1,2.00,,1.00,8.00,48.10
75010717,202401,12,0.52,2024-01-02,3,2,0.00,40.00,10.00,30.00,3.00,2.79,0.81,2.74,1.26,0.00,7.00,7.26,1.78,7.26,1.91,0.00,6.00,1,2.00,0.00,0.00,0.00,0,,,,,,3.00,3.00,3.00,3.00,2.00,4.00,0.00,-5.00,8.00,6.00,,,,,,,,,,,,,,,32.00,0.00,0.00,0.00,4.00,,,6.00,0,0.00,1.00,0.00,11.00,93.10
75010753,202401,12,0.92,2024-01-23,2,2,0.00,100.00,6.00,7.00,10.00,7.90,16.22,8.06,6.75,0.00,-10.00,-8.24,20.32,-8.36,7.74,100.00,-15.00,1,2.00,0.00,1.00,0.00,0,,,,,,5.00,5.00,12.00,15.00,1.00,1.00,1.00,10.00,-10.00,50.00,,,,,,,,,,,,,,,61.00,0.00,0.00,0.00,4.00,,,1.00,0,0.00,1.00,1.00,7.00,37.30
75010765,202401,12,0.40,2024-01-21,4,4,50.00,60.00,50.00,75.00,9.00,3.43,30.31,3.57,7.55,26.53,4.00,0.49,28.34,1.02,7.34,42.72,3.00,1,1.00,0.00,5.00,60.00,0,,,,,,35.00,30.00,10.00,15.00,1.00,2.00,0.00,3.00,8.00,15.00,,,,,,,,,,,,,,,41.00,0.00,0.00,0.00,4.00,,,5.00,0,0.00,1.00,0.00,11.00,93.10
75010776,202401,12,0.95,2024-01-09,2,3,0.00,60.00,20.00,70.00,3.00,2.10,0.60,2.10,1.11,0.00,2.00,2.00,0.67,2.00,1.17,0.00,2.00,1,1.00,1.00,,,0,,,,,,5.00,5.00,10.00,0.00,2.00,2.00,0.00,3.00,5.00,3.00,,,,,,,,,,,,,,,64.00,0.00,0.00,0.00,4.00,,,4.00,0,0.00,,1.00,11.00,93.10
75010938,202401,12,1.40,2024-01-24,1,2,2.00,30.00,21.00,39.00,5.00,6.00,1.33,6.00,2.00,0.00,5.00,6.00,1.33,6.00,2.00,0.00,5.00,1,1.00,0.00,1.00,2.00,0,,,,,,2.00,2.00,5.00,5.00,1.00,1.00,2.00,8.00,8.00,5.00,,,,,,,,,,,,,,,60.00,1.00,0.00,0.00,3.00,,,2.00,0,0.00,1.00,0.00,5.00,23.70
75010942,202401,11,0.40,2024-01-23,4,4,1.00,7.00,6.00,5.00,-5.00,2.51,6.08,2.22,3.59,16.72,-7.00,0.67,11.95,-0.02,5.17,50.22,-12.00,1,2.00,0.00,4.00,10.00,0,,,,,,2.00,2.00,5.00,5.00,2.00,2.00,1.00,-4.00,-5.00,10.00,,,,,,,,,,,,,,,42.00,1.00,0.00,0.00,4.00,,,2.00,0,2.00,1.00,1.00,10.00,77.90
75011020,202401,12,0.51,2024-01-13,3,3,0.00,70.00,20.00,50.00,3.00,2.98,1.12,3.11,1.63,0.00,2.50,4.53,8.14,3.98,3.74,0.00,3.00,1,2.00,0.00,5.00,20.00,0,,,,,,5.00,9.00,30.00,7.00,2.00,2.00,0.00,6.00,6.00,9.00,,,,,,,,,,,,,,,57.00,1.00,0.00,0.00,4.00,,,3.00,0,1.00,1.00,0.00,9.00,63.60
75011031,202401,12,0.41,2024-01-20,3,3,0.00,50.00,20.00,80.00,-1.00,-1.00,0.33,-1.00,1.00,100.00,-1.00,-0.54,0.36,-0.54,0.86,80.00,2.00,1,2.00,0.00,0.00,50.00,0,,,,,,3.00,3.00,-2.00,1.00,3.00,2.00,0.00,2.00,1.00,2.00,,,,,,,,,,,,,,,42.00,1.00,0.00,0.00,4.00,,,2.00,0,0.00,1.00,0.00,7.00,37.30
75011032,202401,12,1.17,2024-01-13,2,2,90.00,65.00,50.00,35.00,5.00,4.71,6.60,4.49,3.92,0.00,4.00,3.87,5.21,3.82,3.92,0.00,3.00,0,,,,,0,,,,,,,0.00,15.00,15.00,2.00,2.00,15.00,15.00,10.00,15.00,,,,,,,,,,,,,,,64.00,1.00,0.00,0.00,4.00,,,1.00,0,0.00,,0.00,2.00,6.90
75011037,202401,12,0.95,2024-01-17,3,2,10.00,60.00,15.00,30.00,-1.00,0.10,4.69,0.13,3.62,48.24,-2.00,0.10,4.69,0.13,3.62,48.24,2.00,1,1.00,0.00,10.00,30.00,0,,,,,,2.00,3.00,1.00,-2.00,2.00,2.00,3.00,-5.00,3.00,3.00,,,,,,,,,,,,,,,62.00,0.00,0.00,0.00,4.00,,,4.00,0,0.00,1.00,1.00,9.00,63.60
75011043,202401,12,0.45,2024-01-14,4,4,2.00,50.00,50.00,50.00,3.00,2.00,0.67,2.00,1.17,0.00,-3.00,2.00,0.67,2.00,1.17,0.00,2.00,1,1.00,1.00,,,0,,,,,,2.00,3.00,-3.00,3.00,3.00,3.00,2.00,5.00,5.00,5.00,,,,,,,,,,,,,,,48.00,0.00,0.00,0.00,4.00,,,5.00,0,3.00,,1.00,9.00,63.60
75011046,202401,12,0.62,2024-01-13,3,4,0.00,2.00,2.00,2.00,3.00,4.00,0.67,4.00,1.17,0.00,5.00,4.00,0.67,4.00,1.17,0.00,4.00,1,1.00,0.00,0.00,0.00,0,,,,,,2.00,2.00,2.00,2.00,3.00,3.00,0.00,4.00,5.00,5.00,,,,,,,,,,,,,,,44.00,1.00,0.00,0.00,3.00,,,3.00,0,1.00,1.00,0.00,5.00,23.70
75011063,202401,11,0.58,2024-01-17,3,3,43.00,100.00,0.00,50.00,15.00,25.00,56.33,25.00,13.00,0.00,18.00,25.00,56.33,25.00,13.00,0.00,18.00,1,1.00,0.00,0.00,0.00,0,,,,,,10.00,5.00,5.00,5.00,3.00,3.00,0.00,15.00,18.00,20.00,,,,,,,,,,,,,,,37.00,0.00,0.00,0.00,4.00,,,4.00,0,3.00,1.00,1.00,5.00,23.70
75011063,202402,12,0.61,2024-02-20,2,2,50.00,60.00,31.00,50.00,10.00,12.00,2.67,12.00,2.34,0.00,12.00,12.00,2.67,12.00,2.34,0.00,11.00,1,1.00,0.00,50.00,50.00,0,,,,,,5.00,5.00,0.00,0.00,3.00,3.00,0.00,20.00,25.00,10.00,,,,,,,,,,,,,,,37.00,0.00,0.00,0.00,4.00,,,4.00,0,3.00,1.00,1.00,5.00,23.70
75011064,202401,12,0.67,2024-01-07,2,4,40.00,30.00,10.00,10.00,9.00,5.71,28.04,7.19,6.66,14.06,-5.00,1.92,26.33,1.50,7.09,38.51,-5.00,1,1.00,0.00,25.00,20.00,0,,,,,,5.00,5.00,4.00,-5.00,3.00,3.00,20.00,5.00,-10.00,5.00,,,,,,,,,,,,,,,33.00,0.00,1.00,0.00,3.00,,,2.00,0,0.00,0.00,0.00,7.00,37.30
75011081,202401,12,0.48,2024-01-17,3,4,5.00,25.00,25.00,65.00,1.00,0.19,0.55,0.19,1.06,40.00,0.00,-0.54,0.36,-0.54,0.86,80.00,0.00,1,1.00,0.00,15.00,5.00,0,,,,,,3.00,3.00,5.00,3.00,3.00,4.00,10.00,5.00,5.00,5.00,,,,,,,,,,,,,,,30.00,0.00,0.00,0.00,4.00,,,5.00,0,0.00,1.00,1.00,11.00,93.10
75011083,202401,12,0.85,2024-01-20,2,1,4.00,29.00,9.00,29.00,12.00,25.00,56.33,25.00,13.00,0.00,15.00,25.00,56.33,25.00,13.00,0.00,20.00,1,1.00,0.00,11.00,2.00,0,,,,,,3.00,-10.00,10.00,12.00,3.00,2.00,52.00,20.00,20.00,30.00,,,,,,,,,,,,,,,57.00,1.00,0.00,0.00,3.00,,,1.00,0,1.00,1.00,1.00,8.00,48.10
75011084,202401,11,1.18,2024-01-25,3,2,10.00,21.00,10.00,40.00,6.00,5.08,5.02,4.66,3.40,0.00,5.00,6.09,6.20,5.86,4.00,0.00,3.00,1,1.00,0.00,21.00,30.00,0,,,,,,3.00,5.00,10.00,3.00,2.00,2.00,11.00,5.00,5.00,5.00,,,,,,,,,,,,,,,76.00,1.00,0.00,0.00,3.00,,,3.00,0,0.00,1.00,0.00,6.00,29.80
75011084,202402,12,1.33,2024-02-25,3,3,6.00,40.00,21.00,49.00,5.00,4.38,2.18,4.38,2.12,0.00,5.00,4.00,0.67,4.00,1.17,0.00,5.00,1,1.00,0.00,20.00,26.00,0,,,,,,3.00,2.00,10.00,10.00,2.00,3.00,13.00,5.00,5.00,5.00,,,,,,,,,,,,,,,76.00,1.00,0.00,0.00,3.00,,,3.00,0,0.00,1.00,0.00,5.00,23.70
75011090,202401,11,0.85,2024-01-27,4,4,3.00,9.00,20.00,67.00,2.20,3.05,1.88,2.95,2.00,0.00,2.10,2.62,2.39,2.42,2.29,0.00,1.80,1,1.00,0.00,14.00,6.00,0,,,,,,4.00,6.00,6.00,1.00,3.00,3.00,0.00,-1.00,-1.00,2.00,,,,,,,,,,,,,,,52.00,0.00,0.00,0.00,3.00,,,3.00,0,0.00,1.00,1.00,9.00,63.60
75011092,202401,10,0.78,2024-01-13,3,3,0.00,10.00,5.00,10.00,3.00,3.00,0.33,3.00,1.00,0.00,3.00,3.00,0.33,3.00,1.00,0.00,10.00,1,1.00,0.00,1.00,0.00,0,,,,,,1.00,3.00,10.00,2.00,2.00,2.00,0.00,10.00,10.00,15.00,,,,,,,,,,,,,,,58.00,1.00,0.00,0.00,3.00,,,2.00,0,0.00,1.00,1.00,9.00,63.60
75011092,202402,11,0.81,2024-02-22,2,2,0.00,4.00,1.00,1.00,2.00,3.00,0.33,3.00,1.00,0.00,4.00,4.00,0.67,4.00,1.17,0.00,2.00,1,1.00,0.00,1.00,0.00,0,,,,,,1.00,2.00,10.00,2.00,2.00,2.00,3.00,10.00,10.00,3.00,,,,,,,,,,,,,,,58.00,1.00,0.00,0.00,3.00,,,2.00,0,0.00,1.00,1.00,8.00,48.10
75011099,202401,12,0.93,2024-01-12,3,5,100.00,20.00,10.00,10.00,-4.00,-3.11,11.21,-2.97,5.10,79.54,-6.00,-6.33,16.15,-5.59,5.40,100.00,-3.00,1,1.00,0.00,0.00,100.00,0,,,,,,3.00,3.00,-5.00,2.00,2.00,4.00,10.00,-3.00,-8.00,7.00,,,,,,,,,,,,,,,28.00,1.00,0.00,0.00,4.00,,,1.00,0,0.00,1.00,0.00,3.00,12.00
75011101,202401,9,0.67,2024-01-16,4,4,30.00,35.00,30.00,70.00,4.00,3.56,13.35,3.08,4.95,16.52,3.00,3.65,9.93,3.14,4.20,9.58,5.00,1,1.00,0.00,25.00,75.00,0,,,,,,7.00,7.00,5.00,5.00,4.00,4.00,0.00,2.00,3.00,0.50,,,,,,,,,,,,,,,26.00,1.00,0.00,0.00,4.00,,,2.00,0,0.00,1.00,0.00,9.00,63.60
75011114,202401,12,0.67,2024-01-23,2,2,50.00,60.00,35.00,55.00,3.00,3.00,0.33,3.00,1.00,0.00,2.00,2.00,0.67,2.00,1.17,0.00,2.00,1,1.00,0.00,2.00,40.00,0,,,,,,3.00,5.00,100.00,0.00,2.00,3.00,0.00,1.00,0.00,3.00,,,,,,,,,,,,,,,29.00,1.00,0.00,0.00,4.00,,,3.00,0,0.00,1.00,1.00,11.00,93.10
75011115,202401,12,0.55,2024-01-16,3,3,0.00,10.00,75.00,60.00,-4.00,0.00,5.33,-0.00,4.00,50.00,-5.00,-2.14,6.24,-1.92,4.02,75.59,-4.00,1,1.00,0.00,1.00,10.00,0,,,,,,5.00,5.00,10.00,4.00,2.00,4.00,0.00,1.00,5.00,5.00,,,,,,,,,,,,,,,50.00,0.00,0.00,0.00,4.00,,,4.00,0,1.00,1.00,1.00,10.00,77.90
75011118,202401,12,0.82,2024-01-20,3,3,22.00,12.00,4.00,6.00,3.00,3.10,2.81,2.95,2.54,0.00,3.00,1.22,2.83,1.30,2.86,27.95,2.00,0,,,,,0,,,,4.00,3.00,,10.00,10.00,10.00,3.00,3.00,4.00,-2.00,-2.00,10.00,,,,,,,,,,,,,,,27.00,1.00,0.00,0.00,4.00,,,4.00,0,2.00,,1.00,5.00,23.70
75011119,202401,11,0.80,2024-01-22,3,3,0.00,20.00,30.00,30.00,-2.00,0.21,7.01,0.11,3.74,48.43,-2.00,-0.41,12.28,-0.43,5.00,54.60,2.00,1,1.00,0.00,2.00,5.00,0,,,,,,1.00,2.00,2.00,2.00,3.00,3.00,5.00,-2.00,-1.00,2.00,,,,,,,,,,,,,,,34.00,1.00,0.00,0.00,3.00,,,3.00,0,0.00,1.00,1.00,8.00,48.10
75011119,202402,12,0.74,2024-02-24,3,4,0.00,10.00,20.00,15.00,-2.00,-0.90,8.22,-0.83,4.08,60.79,3.00,0.60,11.77,0.64,4.89,43.05,-4.00,1,1.00,0.00,5.00,0.00,0,,,,,,2.00,6.00,2.00,2.00,3.00,3.00,0.00,-5.00,3.00,10.00,,,,,,,,,,,,,,,34.00,1.00,0.00,0.00,3.00,,,3.00,0,0.00,1.00,1.00,8.00,48.10
75011131,202401,12,0.77,2024-01-22,2,2,0.00,6.00,5.00,21.00,5.00,5.57,11.57,4.95,4.53,0.00,5.00,5.76,11.43,4.79,4.18,0.00,10.00,1,1.00,0.00,5.00,0.00,0,,,,,,10.00,10.00,20.00,10.00,2.00,2.00,10.00,15.00,15.00,8.00,,,,,,,,,,,,,,,62.00,0.00,1.00,0.00,4.00,,,3.00,0,1.00,1.00,1.00,6.00,29.80
75011133,202401,11,0.45,2024-01-09,4,4,0.00,17.00,31.00,52.00,5.00,6.00,1.33,6.00,2.00,0.00,-5.00,-6.00,1.33,-6.00,2.00,100.00,10.00,1,1.00,0.00,4.00,1.00,0,,,,,,3.00,4.00,25.00,5.00,4.00,4.00,2.00,10.00,5.00,10.00,,,,,,,,,,,,,,,42.00,0.00,0.00,1.00,4.00,,,5.00,0,0.00,1.00,0.00,9.00,63.60
75011136,202401,11,1.47,2024-01-06,3,3,1.00,68.00,48.00,52.00,5.00,4.73,10.33,4.06,4.21,0.00,4.00,5.90,10.61,5.38,4.37,0.00,6.00,0,,,,,0,,,,,,,2.00,0.00,3.00,2.00,2.00,3.00,5.00,3.00,15.00,,,,,,,,,,,,,,,66.00,0.00,0.00,0.00,3.00,,,4.00,0,2.00,,1.00,9.00,63.60
75011136,202402,12,1.26,2024-02-12,3,3,3.00,53.00,52.00,53.00,8.00,6.74,15.64,6.60,5.98,3.14,8.00,6.51,17.01,6.40,6.44,5.11,5.00,0,,,,,0,,,,,,,1.00,5.00,5.00,2.00,2.00,1.00,8.00,8.00,10.00,,,,,,,,,,,,,,,66.00,0.00,0.00,0.00,3.00,,,4.00,0,2.00,,1.00,8.00,48.10
75011140,202401,10,0.61,2024-01-31,1,3,5.00,27.00,18.00,18.00,3.00,-5.03,36.68,-6.69,7.78,81.62,15.00,1.63,466.17,2.23,37.05,46.98,8.00,1,2.00,0.00,5.00,10.00,0,,,,,,2.00,5.00,10.00,3.00,2.00,3.00,21.00,-5.00,-5.00,15.00,,,,,,,,,,,,,,,28.00,0.00,0.00,0.00,4.00,,,3.00,0,1.00,1.00,1.00,8.00,48.10
75011144,202401,11,0.52,2024-01-20,3,3,5.00,50.00,25.00,25.00,3.00,1.53,24.41,2.09,6.77,34.58,3.00,1.49,25.92,1.91,7.00,36.11,3.00,1,1.00,0.00,5.00,10.00,0,,,,,,10.00,10.00,10.00,10.00,3.00,3.00,0.00,-10.00,10.00,10.00,,,,,,,,,,,,,,,34.00,0.00,0.00,0.00,4.00,,,5.00,0,1.00,1.00,1.00,11.00,93.10
75011144,202402,12,0.55,2024-02-11,3,3,5.00,50.00,25.00,50.00,4.00,1.53,24.41,2.09,6.77,34.58,3.00,1.53,24.41,2.09,6.77,34.58,4.00,1,1.00,0.00,5.00,5.00,0,,,,,,5.00,5.00,25.00,5.00,3.00,3.00,0.00,-5.00,5.00,5.00,,,,,,,,,,,,,,,34.00,0.00,0.00,0.00,4.00,,,5.00,0,1.00,1.00,1.00,11.00,93.10
75011152,202401,12,0.98,2024-01-20,2,3,2.00,40.00,3.00,70.00,5.00,5.57,3.69,5.54,2.78,0.00,-3.00,-2.19,2.07,-2.53,2.02,90.63,-4.00,0,,,,,0,,,,2.00,2.00,,2.00,5.00,3.00,4.00,4.00,1.00,4.00,-5.00,5.00,,,,,,,,,,,,,,,69.00,1.00,0.00,0.00,4.00,,,3.00,0,0.00,,1.00,4.00,17.70
75011153,202401,12,0.52,2024-01-14,4,4,2.00,38.00,25.00,32.00,-5.00,-1.68,9.08,-1.66,4.32,69.80,-2.00,-1.87,7.41,-1.86,3.86,74.25,-2.00,1,1.00,0.00,1.00,3.00,0,,,,,,5.00,7.00,4.00,2.00,3.00,4.00,2.00,-5.00,-3.00,5.00,,,,,,,,,,,,,,,35.00,0.00,0.00,0.00,4.00,,,4.00,0,3.00,1.00,1.00,9.00,63.60
75011156,202401,12,0.92,2024-01-22,3,3,2.00,20.00,21.00,15.00,5.00,2.37,3.06,2.03,2.63,0.00,10.00,2.84,4.96,2.32,3.16,0.00,20.00,0,,,,,0,,,,2.00,2.00,,-5.00,10.00,5.00,3.00,3.00,3.00,5.00,10.00,10.00,,,,,,,,,,,,,,,65.00,1.00,0.00,0.00,4.00,,,4.00,0,1.00,,0.00,7.00,37.30
75011163,202401,10,3.38,2024-01-02,5,4,41.00,15.00,25.00,12.00,25.00,0.60,210.71,1.10,24.84,47.77,14.00,-5.55,212.11,-5.55,25.22,61.00,-36.00,1,2.00,0.00,29.00,18.00,0,,,,,,-15.00,25.00,13.00,3.00,2.00,3.00,36.00,-25.00,-15.00,-24.00,,,,,,,,,,,,,,,24.00,1.00,1.00,0.00,2.00,,,6.00,0,0.00,1.00,0.00,6.00,29.80
75011166,202401,11,0.91,2024-01-02,2,3,31.00,71.00,49.00,51.00,3.00,2.86,12.50,2.58,4.82,22.09,3.00,3.56,13.35,3.08,4.95,16.52,3.00,0,,,,,0,,,,0.00,0.00,,2.00,5.00,3.00,2.00,3.00,0.00,3.00,3.00,5.00,,,,,,,,,,,,,,,71.00,1.00,0.00,0.00,4.00,,,5.00,0,1.00,,0.00,9.00,63.60
75011166,202402,12,0.93,2024-02-01,2,4,3.00,30.00,60.00,60.00,3.00,1.12,11.33,1.19,4.78,37.09,-1.00,-0.33,11.08,-0.35,4.72,53.97,2.00,0,,,,,0,,,,3.00,0.00,,1.00,3.00,3.00,3.00,3.00,0.00,3.00,3.00,4.00,,,,,,,,,,,,,,,71.00,1.00,0.00,0.00,4.00,,,5.00,0,1.00,,0.00,9.00,63.60
75011167,202401,12,0.84,2024-01-13,2,4,2.00,20.00,2.00,11.00,-5.00,-6.00,1.33,-6.00,2.00,100.00,15.00,25.00,56.33,25.00,13.00,0.00,-4.00,0,,,,,1,51.00,50.00,1.00,,,,-69.00,5.00,2.00,2.00,2.00,20.00,5.00,5.00,10.00,,,,,,,,,,,,,,,49.00,0.00,1.00,0.00,3.00,,,3.00,0,1.00,,0.00,1.00,2.30
75011172,202401,12,0.69,2024-01-02,5,5,0.00,20.00,10.00,10.00,-10.00,1.38,12.37,0.86,5.37,41.37,-10.00,1.14,9.40,0.90,4.99,40.57,-5.00,1,2.00,0.00,11.00,10.00,0,,,,,,5.00,40.00,20.00,5.00,3.00,3.00,10.00,5.00,10.00,20.00,,,,,,,,,,,,,,,45.00,0.00,0.00,0.00,3.00,,,4.00,1,3.00,1.00,1.00,10.00,77.90
75011173,202401,12,0.45,2024-01-13,3,3,10.00,50.00,51.00,62.00,3.00,3.05,1.88,2.95,2.00,0.00,3.00,3.05,1.88,2.95,2.00,0.00,3.00,1,1.00,0.00,12.00,10.00,0,,,,,,2.00,3.00,3.00,3.00,3.00,3.00,9.00,3.00,3.00,3.00,,,,,,,,,,,,,,,47.00,0.00,0.00,0.00,4.00,,,2.00,0,0.00,1.00,1.00,9.00,63.60
